Stream,Physics,Chemistry,Biology,English,ComputerScience,Mathematics,Accountancy,BusinessStudies,Economics,History,Geography,PoliticalScience,Sociology,Interest_Tech,Interest_Entrepreneurship,Interest_Leadership,Interest_Innovation,Interest_CriticalThinking,Interest_Research,Interest_ComputerSkill,Interest_HardwareSkill,Interest_Food,Interest_Creativity,PositiveThinking,Participated_Hackathon,Participated_Olympiad,Participated_Kabaddi,Participated_KhoKho,Participated_Cricket,CareerOption
Science_PCM,86,94,,51,57,99,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,Artist
Science_PCM,58,95,,95,79,54,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,Teacher
Science_PCB,74,93,53,55,90,,,,,,,,,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,Chartered Accountant
Science_PCB,66,58,87,54,76,,,,,,,,,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,Chartered Accountant
Commerce,,,,59,,76,52,86,83,,,,,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,Artist
Science_PCB,66,85,90,57,83,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,Athlete
Science_PCM,77,68,,61,61,100,,,,,,,,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,Doctor
Commerce,,,,56,,71,96,63,53,,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,Artist
Commerce,,,,97,,96,89,92,52,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,Doctor
Arts,,,,75,,,,,,52,66,68,71,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,Athlete
Arts,,,,61,,,,,,87,53,83,95,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,Artist
Science_PCB,50,82,92,98,50,,,,,,,,,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,Engineer
Science_PCB,54,64,51,71,60,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,Scientist
Arts,,,,51,,,,,,63,70,68,100,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Teacher
Science_PCM,95,100,,94,89,70,,,,,,,,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,Politician
Science_PCM,89,74,,90,74,93,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,Engineer
Commerce,,,,80,,90,50,85,100,,,,,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,Politician
Science_PCB,77,98,93,97,56,,,,,,,,,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,Scientist
Arts,,,,77,,,,,,51,68,82,85,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,Doctor
Science_PCM,98,88,,66,58,63,,,,,,,,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,Software Developer
Commerce,,,,78,,61,72,51,99,,,,,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,Athlete
Commerce,,,,55,,81,65,68,66,,,,,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,Doctor
Commerce,,,,93,,63,62,71,74,,,,,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,Doctor
Science_PCB,56,63,83,84,65,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Chartered Accountant
Science_PCM,82,75,,95,78,55,,,,,,,,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,Entrepreneur
Science_PCB,88,82,54,63,82,,,,,,,,,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,Artist
Science_PCB,68,88,85,70,80,,,,,,,,,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,Engineer
Commerce,,,,53,,56,78,77,97,,,,,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,Scientist
Science_PCM,65,98,,86,58,85,,,,,,,,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,Engineer
Science_PCB,50,91,52,83,52,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,Scientist
Science_PCB,52,70,64,91,94,,,,,,,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Software Developer
Commerce,,,,50,,94,63,66,77,,,,,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,Entrepreneur
Arts,,,,73,,,,,,53,69,61,53,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,Artist
Science_PCB,60,72,55,61,81,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,Chartered Accountant
Arts,,,,71,,,,,,80,97,92,59,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,Chartered Accountant
Arts,,,,57,,,,,,89,69,72,73,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,Artist
Arts,,,,81,,,,,,62,76,53,53,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,Athlete
Arts,,,,76,,,,,,79,60,55,67,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,Engineer
Science_PCM,64,93,,68,85,62,,,,,,,,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,Politician
Arts,,,,57,,,,,,81,79,85,66,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,Engineer
Arts,,,,67,,,,,,93,69,63,78,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,Chartered Accountant
Science_PCM,86,81,,93,87,78,,,,,,,,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,Doctor
Arts,,,,77,,,,,,97,68,78,93,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,Scientist
Science_PCM,64,64,,84,52,54,,,,,,,,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,Software Developer
Science_PCM,97,83,,85,57,86,,,,,,,,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,Politician
Commerce,,,,76,,53,63,93,95,,,,,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,Scientist
Science_PCM,90,75,,54,95,62,,,,,,,,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,Software Developer
Commerce,,,,51,,83,65,92,77,,,,,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,Engineer
Commerce,,,,97,,88,83,100,67,,,,,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,Engineer
Arts,,,,97,,,,,,57,71,61,76,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,Artist
Commerce,,,,79,,83,52,69,51,,,,,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,Entrepreneur
Arts,,,,73,,,,,,88,91,92,65,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,Software Developer
Arts,,,,89,,,,,,63,94,95,62,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Entrepreneur
Science_PCB,59,55,69,68,59,,,,,,,,,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,Athlete
Science_PCB,76,92,54,65,93,,,,,,,,,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,Chartered Accountant
Commerce,,,,84,,84,63,50,64,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,Engineer
Commerce,,,,68,,52,84,72,85,,,,,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,Entrepreneur
Commerce,,,,82,,62,50,59,52,,,,,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,Entrepreneur
Science_PCM,57,67,,74,58,99,,,,,,,,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,Athlete
Science_PCB,55,98,89,66,62,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,Artist
Science_PCB,78,55,52,75,93,,,,,,,,,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,Entrepreneur
Science_PCB,99,55,66,69,80,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,Engineer
Arts,,,,95,,,,,,75,84,84,83,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,Scientist
Science_PCM,69,76,,77,79,58,,,,,,,,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,Teacher
Arts,,,,85,,,,,,100,67,54,51,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,Software Developer
Science_PCM,61,79,,65,87,69,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,Engineer
Science_PCB,84,80,58,72,66,,,,,,,,,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,Teacher
Science_PCM,50,89,,70,79,96,,,,,,,,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,Engineer
Commerce,,,,64,,85,99,71,63,,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,Scientist
Science_PCM,81,68,,86,92,77,,,,,,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,Software Developer
Science_PCB,87,58,86,68,74,,,,,,,,,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,Teacher
Science_PCB,56,83,88,58,85,,,,,,,,,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,Teacher
Commerce,,,,57,,89,79,95,96,,,,,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,Chartered Accountant
Science_PCM,63,53,,87,64,67,,,,,,,,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,Entrepreneur
Arts,,,,89,,,,,,90,82,54,66,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,Teacher
Science_PCB,68,73,73,90,75,,,,,,,,,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,Entrepreneur
Arts,,,,50,,,,,,82,57,90,100,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,Athlete
Science_PCB,80,83,84,78,72,,,,,,,,,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,Entrepreneur
Science_PCB,96,99,95,95,52,,,,,,,,,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,Politician
Science_PCM,82,76,,58,99,86,,,,,,,,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,Engineer
Arts,,,,51,,,,,,95,97,79,99,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,Artist
Science_PCB,88,100,67,70,94,,,,,,,,,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,Scientist
Science_PCB,95,60,52,82,82,,,,,,,,,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,Teacher
Arts,,,,57,,,,,,77,69,93,79,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,Scientist
Science_PCM,99,99,,55,76,91,,,,,,,,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,Artist
Science_PCM,87,99,,98,53,51,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,Entrepreneur
Commerce,,,,99,,68,58,90,74,,,,,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,Scientist
Commerce,,,,63,,61,58,57,61,,,,,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,Athlete
Arts,,,,94,,,,,,81,98,55,62,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,Chartered Accountant
Science_PCM,58,84,,83,59,94,,,,,,,,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,Politician
Arts,,,,68,,,,,,66,74,80,63,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,Athlete
Commerce,,,,84,,82,96,56,100,,,,,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,Doctor
Science_PCM,78,74,,64,53,98,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,Athlete
Commerce,,,,57,,58,57,56,65,,,,,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,Entrepreneur
Science_PCM,99,63,,94,67,91,,,,,,,,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Chartered Accountant
Arts,,,,84,,,,,,83,92,80,86,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,Athlete
Commerce,,,,69,,93,78,91,81,,,,,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,Entrepreneur
Commerce,,,,66,,71,85,60,72,,,,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,Entrepreneur
Arts,,,,59,,,,,,89,98,51,74,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,Engineer
Arts,,,,58,,,,,,53,73,63,74,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,Athlete
Arts,,,,73,,,,,,55,70,81,55,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,Athlete
Arts,,,,51,,,,,,79,87,66,62,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,Entrepreneur
Arts,,,,72,,,,,,64,84,97,57,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,Scientist
Science_PCB,67,55,65,94,51,,,,,,,,,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,Teacher
Science_PCM,99,89,,76,84,70,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,Software Developer
Arts,,,,85,,,,,,79,61,100,53,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Athlete
Arts,,,,58,,,,,,61,90,78,51,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,Engineer
Science_PCM,76,53,,69,56,79,,,,,,,,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,Doctor
Commerce,,,,69,,82,82,59,91,,,,,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,Entrepreneur
Science_PCB,98,64,64,65,70,,,,,,,,,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,Teacher
Science_PCB,94,78,81,81,89,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,Chartered Accountant
Science_PCB,59,64,54,64,82,,,,,,,,,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,Software Developer
Science_PCB,70,98,90,94,66,,,,,,,,,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,Politician
Commerce,,,,87,,96,91,85,59,,,,,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,Artist
Arts,,,,56,,,,,,96,66,94,57,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,Doctor
Science_PCB,66,66,83,63,53,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,Artist
Commerce,,,,64,,76,98,88,97,,,,,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,Artist
Science_PCM,50,66,,58,59,63,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Doctor
Science_PCM,61,62,,98,56,75,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Chartered Accountant
Science_PCB,93,62,75,98,88,,,,,,,,,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,Teacher
Science_PCM,76,87,,57,86,52,,,,,,,,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,Artist
Arts,,,,68,,,,,,81,84,65,75,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Engineer
Science_PCB,69,61,90,86,73,,,,,,,,,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,Politician
Science_PCM,68,91,,67,85,79,,,,,,,,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,Teacher
Arts,,,,58,,,,,,65,73,81,93,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,Scientist
Arts,,,,67,,,,,,59,57,90,60,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,Software Developer
Commerce,,,,72,,82,50,93,72,,,,,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,Politician
Science_PCM,86,63,,93,87,50,,,,,,,,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,Software Developer
Arts,,,,92,,,,,,85,65,73,93,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,Doctor
Science_PCM,98,63,,55,70,86,,,,,,,,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,Doctor
Commerce,,,,84,,54,61,70,88,,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,Teacher
Commerce,,,,94,,51,89,98,86,,,,,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,Engineer
Science_PCM,72,95,,68,65,68,,,,,,,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,Software Developer
Commerce,,,,68,,100,76,89,65,,,,,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,Artist
Science_PCM,83,93,,80,69,64,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,Engineer
Science_PCB,50,92,58,58,89,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,Chartered Accountant
Commerce,,,,87,,70,76,70,94,,,,,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,Teacher
Science_PCB,82,83,68,68,99,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,Software Developer
Arts,,,,97,,,,,,77,90,82,80,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,Entrepreneur
Science_PCM,86,71,,60,85,91,,,,,,,,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,Scientist
Science_PCB,76,98,55,84,50,,,,,,,,,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,Chartered Accountant
Science_PCM,73,95,,52,62,95,,,,,,,,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,Entrepreneur
Science_PCB,53,97,55,99,50,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,Doctor
Science_PCB,100,63,53,95,92,,,,,,,,,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,Entrepreneur
Commerce,,,,56,,94,72,69,76,,,,,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,Doctor
Science_PCM,61,88,,57,75,75,,,,,,,,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,Engineer
Arts,,,,69,,,,,,55,66,92,82,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,Athlete
Commerce,,,,63,,87,71,82,58,,,,,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,Entrepreneur
Arts,,,,77,,,,,,61,95,85,77,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,Engineer
Commerce,,,,56,,88,69,58,75,,,,,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,Engineer
Science_PCM,99,79,,53,50,59,,,,,,,,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,Politician
Science_PCM,91,76,,83,50,82,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,Artist
Commerce,,,,84,,99,82,52,97,,,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,Teacher
Science_PCM,98,80,,93,90,97,,,,,,,,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,Scientist
Commerce,,,,78,,50,97,76,94,,,,,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,Artist
Arts,,,,80,,,,,,57,84,61,54,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,Chartered Accountant
Science_PCB,58,82,76,55,61,,,,,,,,,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,Politician
Arts,,,,65,,,,,,54,74,62,80,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,Athlete
Science_PCB,70,98,74,94,67,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,Politician
Arts,,,,95,,,,,,79,56,73,67,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,Teacher
Science_PCM,85,63,,75,97,58,,,,,,,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,Doctor
Commerce,,,,68,,69,61,56,74,,,,,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,Scientist
Science_PCB,57,92,95,83,69,,,,,,,,,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,Athlete
Science_PCB,60,87,54,54,91,,,,,,,,,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,Engineer
Science_PCM,77,57,,54,50,66,,,,,,,,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,Chartered Accountant
Science_PCM,65,97,,59,59,94,,,,,,,,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,Entrepreneur
Science_PCM,91,87,,97,91,53,,,,,,,,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,Artist
Science_PCB,86,93,86,94,93,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,Software Developer
Science_PCB,90,97,97,69,60,,,,,,,,,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,Software Developer
Arts,,,,69,,,,,,99,50,86,68,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,Entrepreneur
Commerce,,,,50,,61,93,61,66,,,,,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,Athlete
Commerce,,,,73,,54,51,68,83,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,Chartered Accountant
Science_PCM,95,89,,80,79,68,,,,,,,,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,Teacher
Commerce,,,,88,,70,63,91,95,,,,,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,Teacher
Arts,,,,68,,,,,,55,58,58,73,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,Doctor
Commerce,,,,69,,81,63,86,90,,,,,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,Athlete
Science_PCB,61,81,78,80,53,,,,,,,,,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,Artist
Commerce,,,,91,,72,77,54,72,,,,,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Politician
Arts,,,,97,,,,,,87,94,61,72,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Engineer
Science_PCM,86,85,,77,86,73,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,Software Developer
Science_PCB,100,72,67,64,87,,,,,,,,,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,Artist
Commerce,,,,99,,74,97,52,80,,,,,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,Software Developer
Science_PCB,91,67,89,100,51,,,,,,,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Entrepreneur
Commerce,,,,69,,91,83,94,59,,,,,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,Entrepreneur
Commerce,,,,61,,60,100,75,70,,,,,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Teacher
Science_PCB,74,97,66,92,79,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,Athlete
Science_PCB,84,97,81,85,95,,,,,,,,,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,Chartered Accountant
Arts,,,,83,,,,,,78,74,60,53,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,Engineer
Arts,,,,77,,,,,,50,61,64,52,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,Teacher
Arts,,,,90,,,,,,99,93,100,86,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,Engineer
Science_PCB,67,74,99,55,54,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,Software Developer
Science_PCB,90,50,73,74,54,,,,,,,,,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,Athlete
Arts,,,,91,,,,,,84,61,95,72,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Doctor
Arts,,,,77,,,,,,98,80,63,71,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,Artist
Science_PCM,86,86,,64,98,74,,,,,,,,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,Teacher
Science_PCB,61,70,97,87,55,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,Athlete
Science_PCM,75,52,,64,56,84,,,,,,,,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,Artist
Commerce,,,,81,,55,74,62,53,,,,,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,Politician
Science_PCB,88,70,54,94,54,,,,,,,,,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,Athlete
Arts,,,,98,,,,,,93,52,74,95,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,Teacher
Science_PCB,65,50,87,63,98,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Doctor
Science_PCM,57,83,,97,65,61,,,,,,,,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,Engineer
Arts,,,,74,,,,,,82,60,70,77,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,Artist
Commerce,,,,77,,57,97,85,64,,,,,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,Athlete
Arts,,,,83,,,,,,78,61,72,50,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,Chartered Accountant
Arts,,,,84,,,,,,71,75,97,97,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,Entrepreneur
Science_PCB,67,96,82,83,96,,,,,,,,,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,Chartered Accountant
Commerce,,,,65,,67,70,61,51,,,,,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,Politician
Arts,,,,74,,,,,,79,86,94,59,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Entrepreneur
Science_PCM,70,93,,72,59,52,,,,,,,,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,Teacher
Science_PCB,55,88,59,52,94,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,Doctor
Arts,,,,61,,,,,,92,92,87,52,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,Teacher
Commerce,,,,99,,51,56,87,67,,,,,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,Doctor
Arts,,,,96,,,,,,99,69,90,95,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,Teacher
Arts,,,,82,,,,,,61,90,68,59,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,Engineer
Science_PCM,82,93,,94,82,91,,,,,,,,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,Chartered Accountant
Science_PCM,82,94,,60,55,83,,,,,,,,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,Software Developer
Science_PCB,74,59,95,80,88,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,Chartered Accountant
Science_PCB,58,73,65,63,64,,,,,,,,,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,Doctor
Science_PCM,82,98,,55,53,55,,,,,,,,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,Scientist
Science_PCM,62,80,,61,90,71,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,Entrepreneur
Science_PCM,89,77,,82,88,85,,,,,,,,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,Athlete
Arts,,,,76,,,,,,99,55,88,57,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,Athlete
Science_PCB,91,59,84,89,78,,,,,,,,,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,Engineer
